"","logFC","AveExpr","t","P.Value","adj.P.Val","B","BH"
"PARP14",-3.90391690779548,12.3143630635362,-33.230601573185,5.40908395052022e-08,4.05500993490666e-05,9.42307358835481,4.05500993490666e-05
"CPA3",3.06080632708219,7.92085799827238,32.7896206601166,5.85505494371228e-08,4.17732548536171e-05,9.35403359354077,4.17732548536171e-05
"HLA-B",-5.3909869185483,11.4083795760255,-32.608439619983,6.05062905350271e-08,4.17732548536171e-05,9.32526557799553,4.17732548536171e-05
"SCUBE3",-3.39419326136332,8.50883830063815,-32.4822234325143,6.19138207405026e-08,4.17732548536171e-05,9.30508435248084,4.17732548536171e-05
"PARP12",-3.1366254977305,9.96837847724301,-32.15425054597,6.57536364009046e-08,4.29328823997003e-05,9.25209681207052,4.29328823997003e-05
"HERC5",-3.53487925449449,10.5087061885051,-31.896858878304,6.89626061850061e-08,4.36210034934597e-05,9.2099515289926,4.36210034934597e-05
"USP18",-5.0571323011096,8.65945313540135,-31.141450865423,7.94905554081409e-08,4.69696513588716e-05,9.08333370266742,4.69696513588716e-05
"STAT1",-3.22733473150498,13.917803161599,-30.867876208793,8.37581521085678e-08,4.69696513588716e-05,9.03637239168382,4.69696513588716e-05
"SPRY1",-3.5250506898945,8.38023457942326,-30.8430910264556,8.41578292660235e-08,4.69696513588716e-05,9.03208811814822,4.69696513588716e-05
"DTX3L",-3.40667912183384,11.4716212709691,-30.8252939671543,8.44461914161221e-08,4.69696513588716e-05,9.02900872190758,4.69696513588716e-05
"SAMD9L",-4.08331043896263,9.24336814657309,-30.7390965682673,8.58592510388939e-08,4.69696513588716e-05,9.01405779280178,4.69696513588716e-05
"MGAM",2.97228273946566,9.45348716806649,30.426065265124,9.12281838328347e-08,4.85934123410633e-05,8.95925154827033,4.85934123410633e-05
"ST6GAL1",-2.91853590831408,10.3902598351771,-30.0446488448151,9.83083119768948e-08,5.10220139160084e-05,8.89137119533676,5.10220139160084e-05
"ICAM1",-3.11954813357982,8.96043742869876,-29.854197000799,1.02082627699616e-07,5.16563616816983e-05,8.85701530375843,5.16563616816983e-05
"C3",-3.07458784326328,9.79976693974787,-29.486245713502,1.09864297727682e-07,5.42381280562443e-05,8.78975201337751,5.42381280562443e-05
"SH3TC2",-2.67719106106611,9.46898022738383,-29.3164846246001,1.13686600140949e-07,5.47888207964986e-05,8.75831809531689,5.47888207964986e-05
"KRT33B",3.66322373977483,6.40285574044809,28.7217912895268,1.283567318847e-07,5.93708582812209e-05,8.64615556260516,5.93708582812209e-05
"IFI27",-5.34164359610132,12.2964007300463,-28.6952733987347,1.29060706702916e-07,5.93708582812209e-05,8.64107871302768,5.93708582812209e-05
"AREG",-2.83056898306237,7.362255020324,-28.5598474700301,1.32726903335216e-07,5.97005611201802e-05,8.6150493198025,5.97005611201802e-05
"FRZB",-2.99804514813759,8.38959523329296,-28.2036037044032,1.42966177931541e-07,6.11103820344552e-05,8.5457529720631,6.11103820344552e-05
"IFITM3",-4.39968030995964,12.43321993306,-28.1725416878739,1.43901875854568e-07,6.11103820344552e-05,8.53965348209682,6.11103820344552e-05
"IL32",-2.94300084600643,7.6474592790387,-28.1390543522575,1.44918647184124e-07,6.11103820344552e-05,8.5330673476435,6.11103820344552e-05
"IFIT2",-3.31943776818445,11.2860774718982,-27.8914043099583,1.52703839903827e-07,6.2105923216614e-05,8.48402343635327,6.2105923216614e-05
"CD74",-3.62356811257768,9.64220757220295,-27.8694840409551,1.53416143512213e-07,6.2105923216614e-05,8.47965358967552,6.2105923216614e-05
"IRF9",-2.90757265316276,10.4506179655661,-27.7110861430102,1.58680123213055e-07,6.24719984264768e-05,8.44793601766107,6.24719984264768e-05
"MGP",-2.81073882536515,14.0182839423317,-27.6579418701323,1.60493252219593e-07,6.24719984264768e-05,8.43723875893529,6.24719984264768e-05
"GBP1",-4.14965357355155,8.6647287568034,-27.22573793469,1.76171691338334e-07,6.72585738737941e-05,8.34918775472026,6.72585738737941e-05
"GBP3",-2.89702384278341,10.0154894445881,-27.141394138698,1.79435946306254e-07,6.72585738737941e-05,8.33178299350921,6.72585738737941e-05
"OASL",-4.49130383443438,8.48406489497828,-27.0001558939583,1.85061501243482e-07,6.81059972121695e-05,8.30247312356956,6.81059972121695e-05
"MALL",-2.94087365998196,11.7333054793052,-26.7369621492449,1.96103104253858e-07,7.08807666643276e-05,8.24729856159045,7.08807666643276e-05
"CNIH3",-2.79144228759253,8.65993182299651,-26.6090690075493,2.0174499860889e-07,7.09372062063639e-05,8.2202229971051,7.09372062063639e-05
"SHFL",-3.12542989024877,10.5185348236982,-26.4583888931556,2.08636815139096e-07,7.09372062063639e-05,8.18809833227242,7.09372062063639e-05
"ANO2",2.5656481972044,7.38628865086699,26.4425039650433,2.09379239705981e-07,7.09372062063639e-05,8.18469742004504,7.09372062063639e-05
"PSMB8",-2.81109985138619,9.76458983058192,-26.4144062759377,2.10700020996213e-07,7.09372062063639e-05,8.17867509387529,7.09372062063639e-05
"BATF2",-3.91839905555462,7.64419645592426,-26.3496247847826,2.13782400997391e-07,7.09372062063639e-05,8.1647574252489,7.09372062063639e-05
"HLA-C",-4.42316135479965,13.1148987220338,-26.124264668901,2.24922806068639e-07,7.17611042189479e-05,8.11598285464875,7.17611042189479e-05
"FDX1P1",-2.34992612084476,5.67695865652157,-26.0985310761116,2.26237497396969e-07,7.17611042189479e-05,8.11037768618437,7.17611042189479e-05
"AGTR1",2.81262973359709,9.16221718205971,25.9335388453255,2.34882933854119e-07,7.17611042189479e-05,8.07426446022984,7.17611042189479e-05
"NTNG1",-2.44537821750034,8.72097940566452,-25.9120771769066,2.36035596387934e-07,7.17611042189479e-05,8.06954454694626,7.17611042189479e-05
"DHX58",-3.02015720883909,8.91950215536122,-25.8610963333951,2.38800228795297e-07,7.17611042189479e-05,8.05831188057467,7.17611042189479e-05
"COX6A1P2",-3.04061647571877,6.09137286944598,-25.8495237079783,2.39433048595373e-07,7.17611042189479e-05,8.05575798393199,7.17611042189479e-05
"APOL1",-2.8810901887353,8.58835554410855,-25.819522708693,2.4108270771644e-07,7.17611042189479e-05,8.04913017706909,7.17611042189479e-05
"PLSCR1",-3.63671822467464,11.0000671532638,-25.7216246014954,2.46558782717042e-07,7.19670379118236e-05,8.02743148276701,7.19670379118236e-05
"IL17RD",-2.5898810175775,9.58453022040922,-25.6807927699696,2.4888556167322e-07,7.19670379118236e-05,8.01834899012263,7.19670379118236e-05
"PLEKHA4",-3.66920237797176,9.52491531781983,-25.5627179211378,2.55759496198822e-07,7.29130698952163e-05,7.99197719388325,7.29130698952163e-05
"IFI6",-6.47268011775687,11.6423751916864,-25.2881713635343,2.72616934516891e-07,7.37491915706216e-05,7.93003282327126,7.37491915706216e-05
"TNC",-2.3389073128914,11.3323527124908,-25.2653261851306,2.74077159879477e-07,7.37491915706216e-05,7.92483860773425,7.37491915706216e-05
"CFB",-3.15131047144987,12.5954046606188,-25.2452927317592,2.75365177143363e-07,7.37491915706216e-05,7.9202786127354,7.37491915706216e-05
"TAP1",-3.56083299614227,10.5296844738245,-25.2336700272708,2.76115675511302e-07,7.37491915706216e-05,7.91763088965889,7.37491915706216e-05
"SVIL",-2.41947957798558,10.8381678614623,-25.1834521727352,2.79385878188386e-07,7.37491915706216e-05,7.9061725649699,7.37491915706216e-05
"PAPPA",-2.42317442997464,10.2608394457962,-25.1656845598142,2.80553715277796e-07,7.37491915706216e-05,7.90211131997407,7.37491915706216e-05
"PCLAF",2.47558615274225,9.12460055257989,25.0145263492283,2.90722798927702e-07,7.54425663217386e-05,7.86740788882387,7.54425663217386e-05
"ERRFI1",-2.95789117531205,11.1692215331239,-24.9253747180316,2.96921878880668e-07,7.60758955749823e-05,7.84681151490793,7.60758955749823e-05
"CASP4",-2.67398521057696,8.61171360816304,-24.8518922617641,3.02147549514992e-07,7.6447106871662e-05,7.82976281971665,7.6447106871662e-05
"CDCP1",-2.32898327953912,8.65723692031924,-24.7193079874128,3.11850124307491e-07,7.79278810630609e-05,7.79883534789224,7.79278810630609e-05
"ST8SIA1",-2.49677649745898,7.49699431280727,-24.6013199722438,3.2079129774016e-07,7.91845933848608e-05,7.77113101478417,7.91845933848608e-05
"HMGB2",2.3196097208762,11.4044898535725,24.5196607671345,3.27154695640475e-07,7.9701446516196e-05,7.75185589280875,7.9701446516196e-05
"KLF6",-2.3871588331975,12.1855587338134,-24.4736658570928,3.30803690974055e-07,7.9701446516196e-05,7.74096248618727,7.9701446516196e-05
"FGF1",2.74214145095998,8.32130496991079,24.4252266328069,3.34698036355746e-07,7.9701446516196e-05,7.72946152172521,7.9701446516196e-05
"TRIM21",-2.67915340667186,9.81060062443237,-24.2760065454094,3.47035253264964e-07,8.16783786201875e-05,7.69384621259929,8.16783786201875e-05
"NCAM1",-2.36978993492081,7.57922591973719,-24.0589240042481,3.65943237257603e-07,8.51385869578292e-05,7.64152733969941,8.51385869578292e-05
"KCNK2",-2.40798387096933,8.18602952956,-23.9557020210671,3.75353918154132e-07,8.63356665608839e-05,7.61643680792879,8.63356665608839e-05
"DOCK2",2.20610023356365,6.93043118254276,23.742506306041,3.95699200502626e-07,8.99926687345353e-05,7.56417379267031,8.99926687345353e-05
"PRR11",2.47379618884358,10.8459765029906,23.5895896909735,4.11085903824344e-07,9.24532197700949e-05,7.52631738481469,9.24532197700949e-05
"APOL6",-2.40342772953788,10.6728505266561,-23.507627097861,4.19619908753567e-07,9.33354568470434e-05,7.50589771248672,9.33354568470434e-05
"SPOCK3",-2.35125007815072,6.79183871031252,-23.3607418868661,4.35436221394538e-07,9.50348970437042e-05,7.46907643191764,9.50348970437042e-05
"MYO1D",-2.49985898298262,9.41431955354334,-23.3238462677437,4.395176462286e-07,9.50348970437042e-05,7.45978126805688,9.50348970437042e-05
"KIAA1755",-3.11609765922891,8.3152171339366,-23.3074493210319,4.41345799224752e-07,9.50348970437042e-05,7.45564438459111,9.50348970437042e-05
"GBP2",-2.38374879479515,12.1341256411051,-23.1635628035866,4.57774352248769e-07,9.73188039308113e-05,7.41918379404522,9.73188039308113e-05
"CNN1",3.3274656365581,6.64830240409304,23.1311888367966,4.61568360128348e-07,9.73188039308113e-05,7.41094084519592,9.73188039308113e-05
"IRAK2",-2.26972127998144,8.26431010860476,-23.0337218364486,4.73214174366903e-07,9.78669932518507e-05,7.38603601873629,9.78669932518507e-05
"SPRY2",-2.22724369552396,10.7320782613429,-23.0224757666282,4.74579832679658e-07,9.78669932518507e-05,7.38315387194812,9.78669932518507e-05
"GPNMB",-2.94015021212788,10.6026246109684,-22.9889887920822,4.78673599720035e-07,9.78669932518507e-05,7.37456130966642,9.78669932518507e-05
"SEL1L3",-2.13231706283074,7.51141395670545,-22.9100196244155,4.88491694410856e-07,9.86930587152948e-05,7.35423577760603,9.86930587152948e-05
"ZCCHC2",-2.09478187286365,9.94776096932225,-22.8785801357032,4.92465734412567e-07,9.86930587152948e-05,7.34611917825508,9.86930587152948e-05
"CYSLTR2",-2.4341597423536,8.85187268715719,-22.705104274061,5.1508366399938e-07,0.000102213808264818,7.30108057060338,0.000102213808264818
"CCNB1",2.04649759466202,11.7061202433917,22.6371340030466,5.24274439226209e-07,0.000103027562372599,7.28331611470068,0.000103027562372599
"IRF1-AS1",-2.42505105482514,8.2613266140824,-22.5723008039311,5.33219691335031e-07,0.00010377788242608,7.26630928973057,0.00010377788242608
"DAW1",2.69414362166176,7.28038592473533,22.5302389165483,5.39118316021268e-07,0.000103926607948443,7.25524309013923,0.000103926607948443
"OLR1",4.18690036034423,7.51251388948345,22.4735393172956,5.4719053280671e-07,0.000104487580891893,7.24028494029033,0.000104487580891893
"OAS1",-4.19998537722072,9.12481047665879,-22.4068937573716,5.56859590352085e-07,0.00010484817305308,7.22264264362798,0.00010484817305308
"NEK2",2.18006641314793,9.63823998101656,22.3194414071241,5.69851208695858e-07,0.00010484817305308,7.19939304753578,0.00010484817305308
"IL7R",2.33440209113615,9.04139955944755,22.3131530496586,5.70798928624882e-07,0.00010484817305308,7.19771689438674,0.00010484817305308
"LAMP3",-3.02210109381606,6.70583569384251,-22.2986072728601,5.7299817763773e-07,0.00010484817305308,7.19383748643368,0.00010484817305308
"SP110",-2.53086626535487,10.5112082910981,-22.2855626645524,5.74978865119899e-07,0.00010484817305308,7.19035576952937,0.00010484817305308
"SYNPO2",-2.72026488491037,8.34940228877041,-22.1802828127425,5.91260112541365e-07,0.000106081872547213,7.16216273184847,0.000106081872547213
"TDRD7",-2.00032849467631,10.1190758650099,-22.1239309501047,6.00195409391692e-07,0.000106081872547213,7.14700389948778,0.000106081872547213
"CYP24A1",3.26903161537279,6.68350807278937,22.1231772954783,6.00315973442321e-07,0.000106081872547213,7.14680083984827,0.000106081872547213
"STAT2",-2.05522585810384,11.8499728153773,-22.1082601134487,6.02708134130204e-07,0.000106081872547213,7.14277989054083,0.000106081872547213
"PLK3",-2.46751283687114,8.0362206382841,-22.0045732538248,6.19646250542323e-07,0.00010647232791055,7.11473783296405,0.00010647232791055
"NPAS2",-2.05951487709048,8.51700573545372,-21.9740180526002,6.2474314874434e-07,0.00010647232791055,7.1064430115201,0.00010647232791055
"IER3",-2.77143258977953,10.0128608433749,-21.9587884316594,6.27301840958743e-07,0.00010647232791055,7.10230330286627,0.00010647232791055
"ISG15",-5.37752759485756,11.5002256736966,-21.9245446995405,6.33099805839269e-07,0.00010647232791055,7.0929822254488,0.00010647232791055
"SERTAD4",-2.35226219983375,8.60204566912001,-21.9036925756098,6.36660982701227e-07,0.00010647232791055,7.08729751079361,0.00010647232791055
"BMP5",3.22494885942209,8.09245535924881,21.8233777917647,6.50597338376863e-07,0.00010647232791055,7.06533953950302,0.00010647232791055
"NCAPH",1.94384006953218,9.08102176959558,21.8066358294369,6.5354705348441e-07,0.00010647232791055,7.06074976128717,0.00010647232791055
"KANK4",2.19284424144729,7.57324079162514,21.7970125341663,6.55249609271828e-07,0.00010647232791055,7.05810958796835,0.00010647232791055
"DDX60L",-2.49611245631902,12.4114683607865,-21.7929421015134,6.55971307200091e-07,0.00010647232791055,7.05699242338764,0.00010647232791055
"PIEZO2",-2.09355943705612,11.685339081935,-21.7339882763445,6.66528597895564e-07,0.00010647232791055,7.04078319574511,0.00010647232791055
"MYD88",-2.17119746875965,10.2143004837128,-21.6966679973613,6.73314219960462e-07,0.00010647232791055,7.03049408525376,0.00010647232791055
"CADPS2",-1.99784439951553,8.89028116880814,-21.6750372383873,6.77284016802317e-07,0.00010647232791055,7.02452057438679,0.00010647232791055
"KIF26B",-2.22974210066218,10.0567770381066,-21.6739610360349,6.7748223901703e-07,0.00010647232791055,7.02422318105685,0.00010647232791055
"BIRC3",-2.59949370442275,9.37436311936596,-21.6680631706852,6.78569749541077e-07,0.00010647232791055,7.02259306703951,0.00010647232791055
"STING1",-2.33773888807867,8.40401290523545,-21.6332899754021,6.85023130830423e-07,0.000106658101470297,7.01297099537464,0.000106658101470297
"LINC00639",-2.32192649722858,8.36283956084488,-21.5412752452934,7.0244784625927e-07,0.000108453592382775,6.9874178215425,0.000108453592382775
"DAPP1",-2.09702041978077,6.23151154881482,-21.5162747067034,7.07271093055e-07,0.000108453592382775,6.98045186065611,0.000108453592382775
"IFI16",-2.32298561279034,8.66312974515066,-21.4840877213012,7.13537763182383e-07,0.000108591863643418,6.97146891044578,0.000108591863643418
"UBA7",-2.927406233403,9.74809353728247,-21.453902690722,7.19473556980765e-07,0.000108617543145348,6.96302969596228,0.000108617543145348
"SNAPC1",2.31861440179361,9.96007694624801,21.408862544567,7.2843795050288e-07,0.000108617543145348,6.95041020171545,0.000108617543145348
"TOX2",-2.49776203905425,7.45046438759712,-21.3931578322285,7.31594251253719e-07,0.000108617543145348,6.94600236979147,0.000108617543145348
"TMEM97",2.30859669303553,9.0256502787435,21.3754545566245,7.35171355709334e-07,0.000108617543145348,6.94102885858094,0.000108617543145348
"TYMS",1.94644365433386,11.9074519184493,21.282283650971,7.54336846612775e-07,0.000109530152552077,6.91477051537198,0.000109530152552077
"TROAP",1.92782940380988,9.11881998947578,21.2432041235627,7.62548601501434e-07,0.000109530152552077,6.90371495560725,0.000109530152552077
"CCN3",-2.18626588063266,10.5574863852818,-21.2281961806286,7.65729876557009e-07,0.000109530152552077,6.89946263331766,0.000109530152552077
"PTPRB",-2.04615296405014,10.1623084457327,-21.2000392442431,7.71740224699925e-07,0.000109530152552077,6.8914748097145,0.000109530152552077
"IRF7",-4.00680106851863,9.51606546140748,-21.1965682449694,7.72484941726181e-07,0.000109530152552077,6.89048922957401,0.000109530152552077
"IGSF3",-2.29167631065868,7.90448249441829,-21.1903736202898,7.7381610666207e-07,0.000109530152552077,6.88872979551322,0.000109530152552077
"IFI35",-3.44277837970653,9.96313449355899,-21.1066501157799,7.92072423291433e-07,0.000110886203442372,6.86488857416257,0.000110886203442372
"GRIP2",-2.26748985550392,6.48643203073456,-21.0750981899673,7.99082416230277e-07,0.000110886203442372,6.85587395101382,0.000110886203442372
"FBLIM1",-2.1612330870632,10.1346686022664,-21.0717464793761,7.99831317750425e-07,0.000110886203442372,6.85491537853882,0.000110886203442372
"RGS6",-2.78445119960584,6.72961022941989,-21.0241322257717,8.10559062092145e-07,0.000111609020243586,6.84127790649268,0.000111609020243586
"WWTR1",-2.21421694736227,11.6495637154583,-20.964688409547,8.24188384818362e-07,0.000111881081494818,6.82419955647745,0.000111881081494818
"BTN3A1",-2.16799426992356,10.5452162409542,-20.953815096716,8.2671023678806e-07,0.000111881081494818,6.82106927406726,0.000111881081494818
"WFDC21P",2.08086213391444,8.51275134909187,20.9434729416663,8.29117248368299e-07,0.000111881081494818,6.81809007732166,0.000111881081494818
"KIF2C",1.9953974064231,10.603581278355,20.9197494979586,8.3466952582098e-07,0.000111884409749288,6.81124948025437,0.000111884409749288
"ENSG00000272742",-3.3458006433627,6.27448337003234,-20.8944342716465,8.406422171685e-07,0.000111943678405971,6.80393952476218,0.000111943678405971
"KLHDC7B",-4.5965905627565,9.01293118077909,-20.7830815250548,8.67512735640515e-07,0.000114696090136458,6.77165787032285,0.000114696090136458
"PLAC8",2.00440982003314,11.2302645246179,20.7374745084122,8.78806321031961e-07,0.000114696090136458,6.75837578749766,0.000114696090136458
"B2M",-2.18020147024624,15.0962372373404,-20.6988241877873,8.88511580489552e-07,0.000114696090136458,6.74709205794834,0.000114696090136458
"C4B",-2.91613321434926,10.705633303646,-20.6849604582285,8.9202323012495e-07,0.000114696090136458,6.74303842866513,0.000114696090136458
"RRM2",1.95332850607119,11.6807813559639,20.6746059346455,8.9465656354153e-07,0.000114696090136458,6.74000872123451,0.000114696090136458
"GREM1",2.93337282858801,9.72734006089124,20.6720396320893,8.95310619117652e-07,0.000114696090136458,6.73925754462964,0.000114696090136458
"ZNFX1",-2.00042032764771,12.8019139733309,-20.6006732779269,9.13724538302441e-07,0.000116318857734464,6.71832292350433,0.000116318857734464
"NREP",-1.89307447825034,10.6612489636417,-20.5782083406755,9.19612037428516e-07,0.000116336670309941,6.71171497036638,0.000116336670309941
"ENC1",-1.99946709701485,10.003628031047,-20.5379645928117,9.30269859243476e-07,0.000116953988949983,6.69985572987835,0.000116953988949983
"RAB3B",2.70353532448844,9.28915817416151,20.5132175214618,9.36895162373193e-07,0.000117059845565406,6.69254924382445,0.000117059845565406
"DLGAP5",2.32026401520423,10.5221996754137,20.4865812271545,9.44087801902454e-07,0.000117234853977347,6.68467312072712,0.000117234853977347
"MIR155HG",-1.93999591452477,7.35428846117021,-20.3927044484692,9.69955815675809e-07,0.00011908532742734,6.65681618575584,0.00011908532742734
"KIAA1217",-1.91460086669131,9.62553979029338,-20.3898460047687,9.70756337409764e-07,0.00011908532742734,6.65596555970809,0.00011908532742734
"CCBE1",2.40026963098877,9.30734430644716,20.3146343142311,9.92099117604395e-07,0.000120970350839943,6.63353228281178,0.000120970350839943
"GMPR",-2.0556862959914,7.23767691466213,-20.2688972238537,1.00534531700004e-06,0.000121851464439507,6.619841643964,0.000121851464439507
"CMTM3",-2.25236947899764,10.1897378378321,-20.2098580351144,1.022750045879e-06,0.000123223117134743,6.60211448461161,0.000123223117134743
"PEX5L",-2.22075289338047,9.02379763034609,-20.1864784328932,1.02973925803528e-06,0.000123331078827764,6.59507738175069,0.000123331078827764
"LGALS9",-3.34709430103104,6.83789073579912,-20.1118533005198,1.05242344501203e-06,0.00012530648794405,6.57255042369013,0.00012530648794405
"NLRP10",2.51046203023861,11.1771884349469,20.0542501034186,1.070332304589e-06,0.000125648129469919,6.55509352662311,0.000125648129469919
"ST3GAL5",-1.98936032908807,7.20470941348574,-20.0356728132127,1.07618357596813e-06,0.000125648129469919,6.54945084680279,0.000125648129469919
"CENPH",1.79577013556539,9.30629909796658,20.0083140732842,1.08486876157136e-06,0.000125648129469919,6.54112952354263,0.000125648129469919
"CCDC80",1.84641018822282,10.7206922023162,19.9751938086089,1.09549252811889e-06,0.000125648129469919,6.53103764974796,0.000125648129469919
"PLCL1",-1.80553257241232,7.24327411919853,-19.9743508647176,1.09576449196138e-06,0.000125648129469919,6.53078054158757,0.000125648129469919
"PSMB9",-2.99835053607843,8.00179531320757,-19.9501543329383,1.10360481508523e-06,0.000125648129469919,6.52339479526552,0.000125648129469919
"PTX3",-2.33863014955939,7.60939485633822,-19.94379309083,1.10567687033685e-06,0.000125648129469919,6.52145132127421,0.000125648129469919
"RFLNB",2.2748346218074,11.1051428407466,19.9428293058307,1.10599120063141e-06,0.000125648129469919,6.5211568032875,0.000125648129469919
"HYDIN2",-2.13988686332809,7.06474592100341,-19.9270227539469,1.11116126550643e-06,0.000125648129469919,6.51632414556603,0.000125648129469919
"RBP7",2.08477477555443,8.39002969776088,19.9076125281485,1.11754861816627e-06,0.000125668342112797,6.51038347032368,0.000125668342112797
"SP100",-2.14003849009422,12.0032790727258,-19.8779705262981,1.12738573127733e-06,0.00012607411373914,6.50129797080853,0.00012607411373914
"FAM83D",1.79974555203504,9.8556548752178,19.8383843434345,1.14068079682733e-06,0.000126380570576241,6.48913937524199,0.000126380570576241
"SAMHD1",-2.13356456471254,11.7077090809924,-19.8326738272864,1.14261372538175e-06,0.000126380570576241,6.48738305629958,0.000126380570576241
"HHAT",-1.912981836062,8.56054630947602,-19.7597287079479,1.16764356588213e-06,0.000127783220106237,6.46489522939303,0.000127783220106237
"SLC15A3",-3.4791260199369,7.04272208943779,-19.74388356133,1.17316470678373e-06,0.000127783220106237,6.45999740718833,0.000127783220106237
"RGS4",-2.01968748658494,12.1907573088013,-19.7408236318783,1.17423442220049e-06,0.000127783220106237,6.45905102951051,0.000127783220106237
"FAS",-1.96735899602664,7.70395204745709,-19.7072173974072,1.18605789074984e-06,0.000128360748401495,6.44864581513118,0.000128360748401495
"SMO",-1.90211823320224,7.06723662713861,-19.6875275607447,1.19304969764225e-06,0.000128360748401495,6.44253965060413,0.000128360748401495
"PCDH7",-1.93378966337462,9.82482418400096,-19.6679020729398,1.20006650655851e-06,0.000128360748401495,6.43644624452885,0.000128360748401495
"UBE2L6",-2.84930440299605,11.1256488826708,-19.6320426386496,1.21301215917549e-06,0.000128360748401495,6.42529385052881,0.000128360748401495
"IRF2BP2",-1.96188758667114,9.90941405887154,-19.6211537259995,1.21697534506577e-06,0.000128360748401495,6.4219025963687,0.000128360748401495
"PLAU",-2.14380589438303,11.3826902958018,-19.6054086345875,1.22273273252556e-06,0.000128360748401495,6.41699499260897,0.000128360748401495
"DGKI",-2.26841148619708,8.22074832258562,-19.5956062702693,1.22633312285047e-06,0.000128360748401495,6.41393733031471,0.000128360748401495
"IL27RA",-2.0228583166982,7.57052438897054,-19.5849140552944,1.23027445234376e-06,0.000128360748401495,6.41060003442662,0.000128360748401495
"CD180",-1.88156133942142,6.91310020872345,-19.538311266137,1.24762635522601e-06,0.00012950361567246,6.3960290187613,0.00012950361567246
"TSHZ2",-1.97135360138772,7.69878423410839,-19.3997670339312,1.3009208584469e-06,0.000134315436089786,6.35246794036496,0.000134315436089786
"TGFBR2",-2.10198261636198,8.59359963045488,-19.383742595869,1.30725462722632e-06,0.000134315436089786,6.34740589842797,0.000134315436089786
"AURKA",1.94380543848824,10.843564552729,19.3305002202047,1.3285586407793e-06,0.00013581492650512,6.33055146793893,0.00013581492650512
"RGS7",1.76407749765965,9.11716852745206,19.2222254806083,1.37314383919663e-06,0.000139667359041101,6.29610705689121,0.000139667359041101
"RAD51AP1",2.0448139961377,9.83546402084994,19.1981364165699,1.3832989277656e-06,0.000139996767984517,6.28841285708033,0.000139996767984517
"SPAG5",1.82591313664595,10.4740023118805,19.1729140095496,1.39402572478001e-06,0.000140380471120757,6.28034451794033,0.000140380471120757
"IDO1",-2.51233886729294,5.94862545196888,-19.1337266839486,1.41088456843274e-06,0.000140714414713206,6.26778426232302,0.000140714414713206
"TNFSF18",-1.96346387869827,7.13379583032587,-19.1328930103588,1.41124579747941e-06,0.000140714414713206,6.26751672736459,0.000140714414713206
"HCP5",-2.81728992302089,8.51862988123647,-19.0396850119417,1.45232099969007e-06,0.000144100143895719,6.23751891297803,0.000144100143895719
"CFH",-3.45418092048654,9.57913212616323,-18.9865039623711,1.47638081864558e-06,0.000144812624321172,6.22032621556804,0.000144812624321172
"CBLN2",-2.7045879261151,8.15362943670374,-18.9848650037316,1.47712965182217e-06,0.000144812624321172,6.21979546952504,0.000144812624321172
"FZD1",-2.09125928619573,9.41436733633077,-18.9764857221088,1.48096503307557e-06,0.000144812624321172,6.21708115981137,0.000144812624321172
"ZWINT",1.80222587890424,10.9994455523521,18.8340527966128,1.54796902207166e-06,0.000148899756432076,6.17072765097318,0.000148899756432076
"HELZ2",-4.6817696435256,12.3080688738187,-18.8336923632974,1.54814300514003e-06,0.000148899756432076,6.17060983344619,0.000148899756432076
"TGM2",-2.51050046972902,13.8252194708653,-18.8249249910519,1.55238208932904e-06,0.000148899756432076,6.16774316810751,0.000148899756432076
"ATP9A",-1.96169808331997,9.96762529748555,-18.8244228451202,1.55262528957976e-06,0.000148899756432076,6.16757893452116,0.000148899756432076
"CHST9",-2.05669258301536,6.06364970498972,-18.8101739094198,1.55954490210959e-06,0.000148899756432076,6.16291650134868,0.000148899756432076
"GNAL",-1.99809103411777,9.93622091536653,-18.7493742578798,1.58947737540986e-06,0.000151045124674511,6.14297579597993,0.000151045124674511
"LGALS3BP",-3.0762142959031,14.2236235170976,-18.6454604113053,1.64219981769056e-06,0.000155326011728386,6.10872013560031,0.000155326011728386
"DIO2",2.03145898515223,13.7433289492534,18.6277897133549,1.65136673898082e-06,0.000155466577505631,6.10287286388211,0.000155466577505631
"CH25H",-2.3166122068339,5.80897206650209,-18.602076777462,1.66481241526287e-06,0.000155716313494589,6.09435289658926,0.000155716313494589
"FOSL1",-1.7804726890387,11.0537385985502,-18.5933482544305,1.66940566317503e-06,0.000155716313494589,6.0914576003792,0.000155716313494589
"KIF14",2.05018346672978,9.89608405222735,18.5138550750901,1.71192449107341e-06,0.000158002113178152,6.06501660361027,0.000158002113178152
"CCNB2",1.83987282560568,9.47117167745748,18.5002384685646,1.7193336060605e-06,0.000158002113178152,6.06047426613482,0.000158002113178152
"SYT16",2.53875149682239,8.46944203005851,18.4989929796138,1.72001316911759e-06,0.000158002113178152,6.06005859277495,0.000158002113178152
"CDC20",2.04990718373104,10.9686605867073,18.4896233490179,1.72513546822645e-06,0.000158002113178152,6.05693050469113,0.000158002113178152
"LINC02454",-1.78903158877873,6.39644671511894,-18.4389536220355,1.75314612953846e-06,0.00015847755309249,6.03998239191927,0.00015847755309249
"PTTG1",1.87395003486244,10.6434128947872,18.4280959536844,1.75921708707337e-06,0.00015847755309249,6.03634369239214,0.00015847755309249
"CCN1",1.83378047521656,11.6861511197999,18.4183810057078,1.76466987802563e-06,0.00015847755309249,6.03308584902057,0.00015847755309249
